2015/06/23:14:37:16:860 	 index:0 
2015/06/23:14:40:6:123 	 index:4225 
2015/06/23:14:40:6:166 	 index:4226 
2015/06/23:14:40:6:204 	 index:4227 
2015/06/23:14:40:6:245 	 index:4228 
2015/06/23:14:40:6:285 	 index:4229 
2015/06/23:14:40:6:324 	 index:4230 
2015/06/23:14:40:6:364 	 index:4231 
2015/06/23:14:40:6:403 	 index:4232 
2015/06/23:14:40:6:444 	 index:4233 
2015/06/23:14:40:6:485 	 index:4234 
2015/06/23:14:40:6:524 	 index:4235 
2015/06/23:14:40:6:563 	 index:4236 
2015/06/23:14:40:6:604 	 index:4237 
2015/06/23:14:40:6:645 	 index:4238 
2015/06/23:14:40:6:683 	 index:4239 
2015/06/23:14:40:6:725 	 index:4240 
2015/06/23:14:40:6:764 	 index:4241 
2015/06/23:14:40:6:803 	 index:4242 
2015/06/23:14:40:6:845 	 index:4243 
2015/06/23:14:40:6:887 	 index:4244 
2015/06/23:14:40:6:923 	 index:4245 
2015/06/23:14:40:6:965 	 index:4246 
2015/06/23:14:40:7:004 	 index:4247 
2015/06/23:14:40:7:044 	 index:4248 
2015/06/23:14:40:7:085 	 index:4249 
2015/06/23:14:40:7:126 	 index:4250 
2015/06/23:14:40:7:164 	 index:4251 
2015/06/23:14:40:7:206 	 index:4252 
2015/06/23:14:40:7:245 	 index:4253 
2015/06/23:14:40:7:286 	 index:4254 
2015/06/23:14:40:7:325 	 index:4255 
2015/06/23:14:40:7:364 	 index:4256 
2015/06/23:14:40:7:405 	 index:4257 
2015/06/23:14:40:7:447 	 index:4258 
2015/06/23:14:40:7:487 	 index:4259 
2015/06/23:14:40:7:528 	 index:4260 
2015/06/23:14:40:7:600 	 index:4261 
2015/06/23:14:40:7:610 	 index:4262 
2015/06/23:14:40:7:660 	 index:4263 
2015/06/23:14:40:7:685 	 index:4264 
2015/06/23:14:40:7:725 	 index:4265 
2015/06/23:14:40:7:766 	 index:4266 
2015/06/23:14:40:7:806 	 index:4267 
2015/06/23:14:40:7:846 	 index:4268 
2015/06/23:14:40:7:885 	 index:4269 
2015/06/23:14:40:7:928 	 index:4270 
2015/06/23:14:40:7:966 	 index:4271 
2015/06/23:14:40:8:005 	 index:4272 
2015/06/23:14:40:8:048 	 index:4273 
2015/06/23:14:40:8:087 	 index:4274 
2015/06/23:14:40:8:126 	 index:4275 
2015/06/23:14:40:8:165 	 index:4276 
2015/06/23:14:40:8:207 	 index:4277 
2015/06/23:14:40:8:246 	 index:4278 
2015/06/23:14:40:8:285 	 index:4279 
2015/06/23:14:40:8:327 	 index:4280 
2015/06/23:14:40:8:367 	 index:4281 
2015/06/23:14:40:8:406 	 index:4282 
2015/06/23:14:40:8:448 	 index:4283 
2015/06/23:14:40:8:487 	 index:4284 
2015/06/23:14:40:8:528 	 index:4285 
2015/06/23:14:40:8:568 	 index:4286 
2015/06/23:14:40:8:608 	 index:4287 
2015/06/23:14:40:8:649 	 index:4288 
2015/06/23:14:40:8:688 	 index:4289 
2015/06/23:14:40:8:727 	 index:4290 
2015/06/23:14:40:8:770 	 index:4291 
2015/06/23:14:40:8:808 	 index:4292 
2015/06/23:14:40:8:848 	 index:4293 
2015/06/23:14:40:8:890 	 index:4294 
2015/06/23:14:40:8:929 	 index:4295 
2015/06/23:14:40:8:968 	 index:4296 
2015/06/23:14:40:9:010 	 index:4297 
2015/06/23:14:40:9:048 	 index:4298 
2015/06/23:14:40:9:089 	 index:4299 
2015/06/23:14:40:9:129 	 index:4300 
2015/06/23:14:40:9:169 	 index:4301 
2015/06/23:14:40:9:208 	 index:4302 
2015/06/23:14:40:9:248 	 index:4303 
2015/06/23:14:40:9:290 	 index:4304 
2015/06/23:14:40:9:331 	 index:4305 
2015/06/23:14:40:9:371 	 index:4306 
2015/06/23:14:40:9:410 	 index:4307 
2015/06/23:14:40:9:451 	 index:4308 
2015/06/23:14:40:9:491 	 index:4309 
2015/06/23:14:40:9:530 	 index:4310 
2015/06/23:14:40:9:570 	 index:4311 
2015/06/23:14:40:9:610 	 index:4312 
2015/06/23:14:40:9:649 	 index:4313 
2015/06/23:14:40:9:689 	 index:4314 
2015/06/23:14:40:9:730 	 index:4315 
2015/06/23:14:40:9:769 	 index:4316 
2015/06/23:14:40:9:810 	 index:4317 
2015/06/23:14:40:9:851 	 index:4318 
2015/06/23:14:40:9:891 	 index:4319 
2015/06/23:14:40:9:929 	 index:4320 
2015/06/23:14:40:9:970 	 index:4321 
2015/06/23:14:40:10:009 	 index:4322 
2015/06/23:14:40:10:051 	 index:4323 
2015/06/23:14:40:10:090 	 index:4324 
2015/06/23:14:40:10:129 	 index:4325 
2015/06/23:14:40:10:172 	 index:4326 
2015/06/23:14:40:10:210 	 index:4327 
2015/06/23:14:40:10:249 	 index:4328 
2015/06/23:14:40:10:291 	 index:4329 
2015/06/23:14:40:10:330 	 index:4330 
2015/06/23:14:40:10:371 	 index:4331 
2015/06/23:14:40:10:411 	 index:4332 
2015/06/23:14:40:10:452 	 index:4333 
2015/06/23:14:40:10:492 	 index:4334 
2015/06/23:14:40:10:531 	 index:4335 
2015/06/23:14:40:10:571 	 index:4336 
2015/06/23:14:40:10:612 	 index:4337 
2015/06/23:14:40:10:651 	 index:4338 
2015/06/23:14:40:10:691 	 index:4339 
2015/06/23:14:40:10:732 	 index:4340 
2015/06/23:14:40:10:772 	 index:4341 
2015/06/23:14:40:10:810 	 index:4342 
2015/06/23:14:40:10:852 	 index:4343 
2015/06/23:14:40:10:891 	 index:4344 
2015/06/23:14:40:10:931 	 index:4345 
2015/06/23:14:40:10:972 	 index:4346 
2015/06/23:14:40:11:012 	 index:4347 
2015/06/23:14:40:11:051 	 index:4348 
2015/06/23:14:40:11:093 	 index:4349 
2015/06/23:14:40:11:133 	 index:4350 
2015/06/23:14:40:11:172 	 index:4351 
2015/06/23:14:40:11:213 	 index:4352 
2015/06/23:14:40:11:253 	 index:4353 
2015/06/23:14:40:11:292 	 index:4354 
2015/06/23:14:40:11:333 	 index:4355 
2015/06/23:14:40:11:374 	 index:4356 
2015/06/23:14:40:11:415 	 index:4357 
2015/06/23:14:40:11:453 	 index:4358 
2015/06/23:14:40:11:492 	 index:4359 
2015/06/23:14:40:11:535 	 index:4360 
2015/06/23:14:40:11:624 	 index:4361 
2015/06/23:14:40:11:644 	 index:4362 
2015/06/23:14:40:11:655 	 index:4363 
2015/06/23:14:40:11:696 	 index:4364 
2015/06/23:14:40:11:733 	 index:4365 
2015/06/23:14:40:11:772 	 index:4366 
2015/06/23:14:40:11:813 	 index:4367 
2015/06/23:14:40:11:853 	 index:4368 
2015/06/23:14:40:11:892 	 index:4369 
2015/06/23:14:40:11:934 	 index:4370 
2015/06/23:14:40:11:973 	 index:4371 
2015/06/23:14:40:12:012 	 index:4372 
2015/06/23:14:40:12:054 	 index:4373 
2015/06/23:14:40:12:094 	 index:4374 
2015/06/23:14:40:12:133 	 index:4375 
2015/06/23:14:40:12:176 	 index:4376 
2015/06/23:14:40:12:214 	 index:4377 
2015/06/23:14:40:12:253 	 index:4378 
2015/06/23:14:40:12:297 	 index:4379 
2015/06/23:14:40:12:334 	 index:4380 
2015/06/23:14:40:12:374 	 index:4381 
2015/06/23:14:40:12:414 	 index:4382 
2015/06/23:14:40:12:454 	 index:4383 
2015/06/23:14:40:12:494 	 index:4384 
2015/06/23:14:40:12:534 	 index:4385 
2015/06/23:14:40:12:575 	 index:4386 
2015/06/23:14:40:12:613 	 index:4387 
2015/06/23:14:40:12:653 	 index:4388 
2015/06/23:14:40:12:695 	 index:4389 
2015/06/23:14:40:12:735 	 index:4390 
2015/06/23:14:40:12:773 	 index:4391 
2015/06/23:14:40:12:818 	 index:4392 
2015/06/23:14:40:12:854 	 index:4393 
2015/06/23:14:40:12:896 	 index:4394 
2015/06/23:14:40:12:935 	 index:4395 
2015/06/23:14:40:12:976 	 index:4396 
2015/06/23:14:40:13:017 	 index:4397 
2015/06/23:14:40:13:057 	 index:4398 
2015/06/23:14:40:13:095 	 index:4399 
2015/06/23:14:40:13:135 	 index:4400 
2015/06/23:14:40:13:174 	 index:4401 
2015/06/23:14:40:13:216 	 index:4402 
2015/06/23:14:40:13:256 	 index:4403 
2015/06/23:14:40:13:296 	 index:4404 
2015/06/23:14:40:13:338 	 index:4405 
2015/06/23:14:40:13:376 	 index:4406 
2015/06/23:14:40:13:415 	 index:4407 
2015/06/23:14:40:13:457 	 index:4408 
2015/06/23:14:40:13:498 	 index:4409 
2015/06/23:14:40:13:536 	 index:4410 
2015/06/23:14:40:13:575 	 index:4411 
2015/06/23:14:40:13:619 	 index:4412 
2015/06/23:14:40:13:654 	 index:4413 
2015/06/23:14:40:13:696 	 index:4414 
2015/06/23:14:40:13:736 	 index:4415 
2015/06/23:14:40:13:777 	 index:4416 
2015/06/23:14:40:13:816 	 index:4417 
2015/06/23:14:40:13:855 	 index:4418 
2015/06/23:14:40:13:898 	 index:4419 
2015/06/23:14:40:13:939 	 index:4420 
2015/06/23:14:40:13:976 	 index:4421 
2015/06/23:14:40:14:016 	 index:4422 
2015/06/23:14:40:14:057 	 index:4423 
2015/06/23:14:40:14:098 	 index:4424 
2015/06/23:14:40:14:136 	 index:4425 
2015/06/23:14:40:14:178 	 index:4426 
2015/06/23:14:40:14:217 	 index:4427 
2015/06/23:14:40:14:256 	 index:4428 
2015/06/23:14:40:14:298 	 index:4429 
2015/06/23:14:40:14:336 	 index:4430 
2015/06/23:14:40:14:376 	 index:4431 
2015/06/23:14:40:14:418 	 index:4432 
2015/06/23:14:40:14:458 	 index:4433 
2015/06/23:14:40:14:497 	 index:4434 
2015/06/23:14:40:14:537 	 index:4435 
2015/06/23:14:40:14:581 	 index:4436 
2015/06/23:14:40:14:617 	 index:4437 
2015/06/23:14:40:14:656 	 index:4438 
2015/06/23:14:40:14:699 	 index:4439 
2015/06/23:14:40:14:738 	 index:4440 
2015/06/23:14:40:14:777 	 index:4441 
2015/06/23:14:40:14:819 	 index:4442 
2015/06/23:14:40:14:863 	 index:4443 
2015/06/23:14:40:14:897 	 index:4444 
2015/06/23:14:40:14:937 	 index:4445 
2015/06/23:14:40:14:978 	 index:4446 
2015/06/23:14:40:15:018 	 index:4447 
2015/06/23:14:40:15:059 	 index:4448 
2015/06/23:14:40:15:097 	 index:4449 
2015/06/23:14:40:15:141 	 index:4450 
2015/06/23:14:40:15:178 	 index:4451 
2015/06/23:14:40:15:217 	 index:4452 
2015/06/23:14:40:15:258 	 index:4453 
2015/06/23:14:40:15:300 	 index:4454 
2015/06/23:14:40:15:337 	 index:4455 
2015/06/23:14:40:15:379 	 index:4456 
2015/06/23:14:40:15:419 	 index:4457 
2015/06/23:14:40:15:460 	 index:4458 
2015/06/23:14:40:15:498 	 index:4459 
2015/06/23:14:40:15:541 	 index:4460 
2015/06/23:14:40:15:614 	 index:4461 
2015/06/23:14:40:15:623 	 index:4462 
2015/06/23:14:40:15:659 	 index:4463 
2015/06/23:14:40:15:697 	 index:4464 
2015/06/23:14:40:15:740 	 index:4465 
2015/06/23:14:40:15:780 	 index:4466 
2015/06/23:14:40:15:819 	 index:4467 
2015/06/23:14:40:15:860 	 index:4468 
2015/06/23:14:40:15:900 	 index:4469 
2015/06/23:14:40:15:938 	 index:4470 
2015/06/23:14:40:15:981 	 index:4471 
2015/06/23:14:40:16:020 	 index:4472 
2015/06/23:14:40:16:059 	 index:4473 
2015/06/23:14:40:16:099 	 index:4474 
2015/06/23:14:40:16:141 	 index:4475 
2015/06/23:14:40:16:180 	 index:4476 
2015/06/23:14:40:16:219 	 index:4477 
2015/06/23:14:40:16:262 	 index:4478 
2015/06/23:14:40:16:299 	 index:4479 
2015/06/23:14:40:16:340 	 index:4480 
2015/06/23:14:40:16:381 	 index:4481 
2015/06/23:14:40:16:420 	 index:4482 
2015/06/23:14:40:16:462 	 index:4483 
2015/06/23:14:40:16:501 	 index:4484 
2015/06/23:14:40:16:541 	 index:4485 
2015/06/23:14:40:16:580 	 index:4486 
2015/06/23:14:40:16:620 	 index:4487 
2015/06/23:14:40:16:660 	 index:4488 
2015/06/23:14:40:16:699 	 index:4489 
2015/06/23:14:40:16:741 	 index:4490 
2015/06/23:14:40:16:780 	 index:4491 
2015/06/23:14:40:16:820 	 index:4492 
2015/06/23:14:40:16:862 	 index:4493 
2015/06/23:14:40:16:901 	 index:4494 
2015/06/23:14:40:16:941 	 index:4495 
2015/06/23:14:40:16:981 	 index:4496 
2015/06/23:14:40:17:020 	 index:4497 
2015/06/23:14:40:17:061 	 index:4498 
2015/06/23:14:40:17:103 	 index:4499 
2015/06/23:14:40:17:140 	 index:4500 
2015/06/23:14:40:17:181 	 index:4501 
2015/06/23:14:40:17:221 	 index:4502 
2015/06/23:14:40:17:260 	 index:4503 
2015/06/23:14:40:17:301 	 index:4504 
2015/06/23:14:40:17:344 	 index:4505 
2015/06/23:14:40:17:383 	 index:4506 
2015/06/23:14:40:17:422 	 index:4507 
2015/06/23:14:40:17:461 	 index:4508 
2015/06/23:14:40:17:503 	 index:4509 
2015/06/23:14:40:17:541 	 index:4510 
2015/06/23:14:40:17:580 	 index:4511 
2015/06/23:14:40:17:623 	 index:4512 
2015/06/23:14:40:17:662 	 index:4513 
2015/06/23:14:40:17:703 	 index:4514 
2015/06/23:14:40:17:743 	 index:4515 
2015/06/23:14:40:17:781 	 index:4516 
2015/06/23:14:40:17:821 	 index:4517 
2015/06/23:14:40:17:863 	 index:4518 
2015/06/23:14:40:17:901 	 index:4519 
2015/06/23:14:40:17:942 	 index:4520 
2015/06/23:14:40:17:983 	 index:4521 
2015/06/23:14:40:18:022 	 index:4522 
2015/06/23:14:40:18:062 	 index:4523 
2015/06/23:14:40:18:103 	 index:4524 
2015/06/23:14:40:18:142 	 index:4525 
2015/06/23:14:40:18:185 	 index:4526 
2015/06/23:14:40:18:223 	 index:4527 
2015/06/23:14:40:18:261 	 index:4528 
2015/06/23:14:40:18:304 	 index:4529 
2015/06/23:14:40:18:342 	 index:4530 
2015/06/23:14:40:18:382 	 index:4531 
2015/06/23:14:40:18:421 	 index:4532 
2015/06/23:14:40:18:463 	 index:4533 
2015/06/23:14:40:18:502 	 index:4534 
2015/06/23:14:40:18:544 	 index:4535 
2015/06/23:14:40:18:585 	 index:4536 
2015/06/23:14:40:18:623 	 index:4537 
2015/06/23:14:40:18:668 	 index:4538 
2015/06/23:14:40:18:705 	 index:4539 
2015/06/23:14:40:18:742 	 index:4540 
2015/06/23:14:40:18:782 	 index:4541 
2015/06/23:14:40:18:824 	 index:4542 
2015/06/23:14:40:18:864 	 index:4543 
2015/06/23:14:40:18:905 	 index:4544 
2015/06/23:14:40:18:944 	 index:4545 
2015/06/23:14:40:18:983 	 index:4546 
2015/06/23:14:40:19:023 	 index:4547 
2015/06/23:14:40:19:064 	 index:4548 
2015/06/23:14:40:19:103 	 index:4549 
2015/06/23:14:40:19:144 	 index:4550 
2015/06/23:14:40:19:185 	 index:4551 
2015/06/23:14:40:19:225 	 index:4552 
2015/06/23:14:40:19:263 	 index:4553 
2015/06/23:14:40:19:305 	 index:4554 
2015/06/23:14:40:19:345 	 index:4555 
2015/06/23:14:40:19:385 	 index:4556 
2015/06/23:14:40:19:425 	 index:4557 
2015/06/23:14:40:19:465 	 index:4558 
2015/06/23:14:40:19:506 	 index:4559 
2015/06/23:14:40:19:546 	 index:4560 
2015/06/23:14:40:19:620 	 index:4561 
2015/06/23:14:40:19:628 	 index:4562 
2015/06/23:14:40:19:678 	 index:4563 
2015/06/23:14:40:19:704 	 index:4564 
2015/06/23:14:40:19:746 	 index:4565 
2015/06/23:14:40:19:785 	 index:4566 
2015/06/23:14:40:19:825 	 index:4567 
2015/06/23:14:40:19:866 	 index:4568 
2015/06/23:14:40:19:905 	 index:4569 
2015/06/23:14:40:19:946 	 index:4570 
2015/06/23:14:40:19:987 	 index:4571 
2015/06/23:14:40:20:026 	 index:4572 
2015/06/23:14:40:20:065 	 index:4573 
2015/06/23:14:40:20:107 	 index:4574 
2015/06/23:14:40:20:146 	 index:4575 
2015/06/23:14:40:20:185 	 index:4576 
2015/06/23:14:40:20:227 	 index:4577 
2015/06/23:14:40:20:267 	 index:4578 
2015/06/23:14:40:20:306 	 index:4579 
2015/06/23:14:40:20:346 	 index:4580 
2015/06/23:14:40:20:385 	 index:4581 
2015/06/23:14:40:20:426 	 index:4582 
2015/06/23:14:40:20:466 	 index:4583 
2015/06/23:14:40:20:506 	 index:4584 
2015/06/23:14:40:20:546 	 index:4585 
2015/06/23:14:40:20:588 	 index:4586 
2015/06/23:14:40:20:627 	 index:4587 
2015/06/23:14:40:20:668 	 index:4588 
2015/06/23:14:40:20:708 	 index:4589 
2015/06/23:14:40:20:747 	 index:4590 
2015/06/23:14:40:20:787 	 index:4591 
2015/06/23:14:40:20:826 	 index:4592 
2015/06/23:14:40:20:867 	 index:4593 
2015/06/23:14:40:20:906 	 index:4594 
2015/06/23:14:40:20:946 	 index:4595 
2015/06/23:14:40:20:988 	 index:4596 
2015/06/23:14:40:21:027 	 index:4597 
2015/06/23:14:40:21:066 	 index:4598 
2015/06/23:14:40:21:107 	 index:4599 
2015/06/23:14:40:21:148 	 index:4600 
2015/06/23:14:40:21:187 	 index:4601 
2015/06/23:14:40:21:228 	 index:4602 
2015/06/23:14:40:21:267 	 index:4603 
2015/06/23:14:40:21:309 	 index:4604 
2015/06/23:14:40:21:348 	 index:4605 
2015/06/23:14:40:21:388 	 index:4606 
2015/06/23:14:40:21:429 	 index:4607 
2015/06/23:14:40:21:467 	 index:4608 
2015/06/23:14:40:21:509 	 index:4609 
2015/06/23:14:40:21:547 	 index:4610 
2015/06/23:14:40:21:587 	 index:4611 
2015/06/23:14:40:21:629 	 index:4612 
2015/06/23:14:40:21:668 	 index:4613 
2015/06/23:14:40:21:707 	 index:4614 
2015/06/23:14:40:21:748 	 index:4615 
2015/06/23:14:40:21:789 	 index:4616 
2015/06/23:14:40:21:827 	 index:4617 
2015/06/23:14:40:21:869 	 index:4618 
2015/06/23:14:40:21:908 	 index:4619 
2015/06/23:14:40:21:948 	 index:4620 
2015/06/23:14:40:21:989 	 index:4621 
2015/06/23:14:40:22:028 	 index:4622 
2015/06/23:14:40:22:068 	 index:4623 
2015/06/23:14:40:22:109 	 index:4624 
2015/06/23:14:40:22:148 	 index:4625 
2015/06/23:14:40:22:188 	 index:4626 
2015/06/23:14:40:22:230 	 index:4627 
2015/06/23:14:40:22:268 	 index:4628 
2015/06/23:14:40:22:308 	 index:4629 
2015/06/23:14:40:22:351 	 index:4630 
2015/06/23:14:40:22:389 	 index:4631 
2015/06/23:14:40:22:431 	 index:4632 
2015/06/23:14:40:22:468 	 index:4633 
2015/06/23:14:40:22:511 	 index:4634 
2015/06/23:14:40:22:549 	 index:4635 
2015/06/23:14:40:22:589 	 index:4636 
2015/06/23:14:40:22:630 	 index:4637 
2015/06/23:14:40:22:670 	 index:4638 
2015/06/23:14:40:22:710 	 index:4639 
2015/06/23:14:40:22:749 	 index:4640 
2015/06/23:14:40:22:790 	 index:4641 
2015/06/23:14:40:22:830 	 index:4642 
2015/06/23:14:40:22:870 	 index:4643 
2015/06/23:14:40:22:910 	 index:4644 
2015/06/23:14:40:22:952 	 index:4645 
2015/06/23:14:40:22:989 	 index:4646 
2015/06/23:14:40:23:029 	 index:4647 
2015/06/23:14:40:23:071 	 index:4648 
2015/06/23:14:40:23:111 	 index:4649 
2015/06/23:14:40:23:149 	 index:4650 
2015/06/23:14:40:23:190 	 index:4651 
2015/06/23:14:40:23:230 	 index:4652 
2015/06/23:14:40:23:269 	 index:4653 
2015/06/23:14:40:23:310 	 index:4654 
2015/06/23:14:40:23:350 	 index:4655 
2015/06/23:14:40:23:390 	 index:4656 
2015/06/23:14:40:23:431 	 index:4657 
2015/06/23:14:40:23:469 	 index:4658 
2015/06/23:14:40:23:510 	 index:4659 
2015/06/23:14:40:23:552 	 index:4660 
2015/06/23:14:40:23:635 	 index:4661 
2015/06/23:14:40:23:645 	 index:4662 
2015/06/23:14:40:23:671 	 index:4663 
2015/06/23:14:40:23:712 	 index:4664 
2015/06/23:14:40:23:751 	 index:4665 
2015/06/23:14:40:23:790 	 index:4666 
2015/06/23:14:40:23:830 	 index:4667 
2015/06/23:14:40:23:872 	 index:4668 
2015/06/23:14:40:23:911 	 index:4669 
2015/06/23:14:40:23:951 	 index:4670 
2015/06/23:14:40:23:992 	 index:4671 
2015/06/23:14:40:24:031 	 index:4672 
2015/06/23:14:40:24:071 	 index:4673 
2015/06/23:14:40:24:111 	 index:4674 
2015/06/23:14:40:24:151 	 index:4675 
2015/06/23:14:40:24:190 	 index:4676 
2015/06/23:14:40:24:233 	 index:4677 
2015/06/23:14:40:24:272 	 index:4678 
2015/06/23:14:40:24:315 	 index:4679 
2015/06/23:14:40:24:353 	 index:4680 
2015/06/23:14:40:24:393 	 index:4681 
2015/06/23:14:40:24:433 	 index:4682 
2015/06/23:14:40:24:473 	 index:4683 
2015/06/23:14:40:24:512 	 index:4684 
2015/06/23:14:40:24:552 	 index:4685 
2015/06/23:14:40:24:592 	 index:4686 
2015/06/23:14:40:24:632 	 index:4687 
2015/06/23:14:40:24:671 	 index:4688 
2015/06/23:14:40:24:713 	 index:4689 
2015/06/23:14:40:24:753 	 index:4690 
2015/06/23:14:40:24:791 	 index:4691 
2015/06/23:14:40:24:833 	 index:4692 
2015/06/23:14:40:24:873 	 index:4693 
2015/06/23:14:40:24:913 	 index:4694 
2015/06/23:14:40:24:953 	 index:4695 
2015/06/23:14:40:24:992 	 index:4696 
2015/06/23:14:40:25:033 	 index:4697 
2015/06/23:14:40:25:074 	 index:4698 
2015/06/23:14:40:25:113 	 index:4699 
2015/06/23:14:40:25:152 	 index:4700 
2015/06/23:14:40:25:193 	 index:4701 
2015/06/23:14:40:25:232 	 index:4702 
2015/06/23:14:40:25:276 	 index:4703 
2015/06/23:14:40:25:314 	 index:4704 
2015/06/23:14:40:25:353 	 index:4705 
2015/06/23:14:40:25:393 	 index:4706 
2015/06/23:14:40:25:433 	 index:4707 
2015/06/23:14:40:25:474 	 index:4708 
2015/06/23:14:40:25:513 	 index:4709 
2015/06/23:14:40:25:555 	 index:4710 
2015/06/23:14:40:25:594 	 index:4711 
2015/06/23:14:40:25:634 	 index:4712 
2015/06/23:14:40:25:674 	 index:4713 
2015/06/23:14:40:25:713 	 index:4714 
2015/06/23:14:40:25:754 	 index:4715 
2015/06/23:14:40:25:793 	 index:4716 
2015/06/23:14:40:25:835 	 index:4717 
2015/06/23:14:40:25:874 	 index:4718 
2015/06/23:14:40:25:914 	 index:4719 
2015/06/23:14:40:25:955 	 index:4720 
2015/06/23:14:40:25:996 	 index:4721 
2015/06/23:14:40:26:034 	 index:4722 
2015/06/23:14:40:26:076 	 index:4723 
2015/06/23:14:40:26:115 	 index:4724 
2015/06/23:14:40:26:156 	 index:4725 
2015/06/23:14:40:26:196 	 index:4726 
2015/06/23:14:40:26:235 	 index:4727 
2015/06/23:14:40:26:278 	 index:4728 
2015/06/23:14:40:26:318 	 index:4729 
2015/06/23:14:40:26:356 	 index:4730 
2015/06/23:14:40:26:398 	 index:4731 
2015/06/23:14:40:26:436 	 index:4732 
2015/06/23:14:40:26:476 	 index:4733 
2015/06/23:14:40:26:517 	 index:4734 
2015/06/23:14:40:26:557 	 index:4735 
2015/06/23:14:40:26:597 	 index:4736 
2015/06/23:14:40:26:637 	 index:4737 
2015/06/23:14:40:26:677 	 index:4738 
2015/06/23:14:40:26:719 	 index:4739 
2015/06/23:14:40:26:758 	 index:4740 
2015/06/23:14:40:26:797 	 index:4741 
2015/06/23:14:40:26:836 	 index:4742 
2015/06/23:14:40:26:878 	 index:4743 
2015/06/23:14:40:26:918 	 index:4744 
2015/06/23:14:40:26:956 	 index:4745 
2015/06/23:14:40:26:997 	 index:4746 
2015/06/23:14:40:27:039 	 index:4747 
2015/06/23:14:40:27:077 	 index:4748 
2015/06/23:14:40:27:118 	 index:4749 
2015/06/23:14:40:27:157 	 index:4750 
2015/06/23:14:40:27:196 	 index:4751 
2015/06/23:14:40:27:238 	 index:4752 
2015/06/23:14:40:27:278 	 index:4753 
2015/06/23:14:40:27:318 	 index:4754 
2015/06/23:14:40:27:359 	 index:4755 
2015/06/23:14:40:27:398 	 index:4756 
2015/06/23:14:40:27:439 	 index:4757 
2015/06/23:14:40:27:479 	 index:4758 
2015/06/23:14:40:27:519 	 index:4759 
2015/06/23:14:40:27:559 	 index:4760 
2015/06/23:14:40:27:624 	 index:4761 
2015/06/23:14:40:27:637 	 index:4762 
2015/06/23:14:40:27:679 	 index:4763 
2015/06/23:14:40:27:718 	 index:4764 
2015/06/23:14:40:27:758 	 index:4765 
2015/06/23:14:40:27:799 	 index:4766 
2015/06/23:14:40:27:839 	 index:4767 
2015/06/23:14:40:27:878 	 index:4768 
2015/06/23:14:40:27:920 	 index:4769 
2015/06/23:14:40:27:958 	 index:4770 
2015/06/23:14:40:27:999 	 index:4771 
2015/06/23:14:40:28:042 	 index:4772 
2015/06/23:14:40:28:079 	 index:4773 
2015/06/23:14:40:28:118 	 index:4774 
2015/06/23:14:40:28:159 	 index:4775 
2015/06/23:14:40:28:199 	 index:4776 
2015/06/23:14:40:28:238 	 index:4777 
2015/06/23:14:40:28:279 	 index:4778 
2015/06/23:14:40:28:319 	 index:4779 
2015/06/23:14:40:28:359 	 index:4780 
2015/06/23:14:40:28:400 	 index:4781 
2015/06/23:14:40:28:441 	 index:4782 
2015/06/23:14:40:28:478 	 index:4783 
2015/06/23:14:40:28:523 	 index:4784 
2015/06/23:14:40:28:561 	 index:4785 
2015/06/23:14:40:28:600 	 index:4786 
2015/06/23:14:40:28:641 	 index:4787 
2015/06/23:14:40:28:680 	 index:4788 
2015/06/23:14:40:28:719 	 index:4789 
2015/06/23:14:40:28:760 	 index:4790 
2015/06/23:14:40:28:799 	 index:4791 
2015/06/23:14:40:28:839 	 index:4792 
2015/06/23:14:40:28:880 	 index:4793 
2015/06/23:14:40:28:919 	 index:4794 
2015/06/23:14:40:28:959 	 index:4795 
2015/06/23:14:40:29:000 	 index:4796 
2015/06/23:14:40:29:041 	 index:4797 
2015/06/23:14:40:29:080 	 index:4798 
2015/06/23:14:40:29:122 	 index:4799 
2015/06/23:14:40:29:159 	 index:4800 
2015/06/23:14:40:29:200 	 index:4801 
2015/06/23:14:40:29:239 	 index:4802 
2015/06/23:14:40:29:281 	 index:4803 
2015/06/23:14:40:29:321 	 index:4804 
2015/06/23:14:40:29:359 	 index:4805 
2015/06/23:14:40:29:402 	 index:4806 
2015/06/23:14:40:29:440 	 index:4807 
2015/06/23:14:40:29:480 	 index:4808 
2015/06/23:14:40:29:524 	 index:4809 
2015/06/23:14:40:29:561 	 index:4810 
2015/06/23:14:40:29:601 	 index:4811 
2015/06/23:14:40:29:641 	 index:4812 
2015/06/23:14:40:29:682 	 index:4813 
2015/06/23:14:40:29:723 	 index:4814 
2015/06/23:14:40:29:761 	 index:4815 
2015/06/23:14:40:29:802 	 index:4816 
2015/06/23:14:40:29:841 	 index:4817 
2015/06/23:14:40:29:882 	 index:4818 
2015/06/23:14:40:29:921 	 index:4819 
2015/06/23:14:40:29:961 	 index:4820 
2015/06/23:14:40:30:003 	 index:4821 
2015/06/23:14:40:30:041 	 index:4822 
2015/06/23:14:40:30:081 	 index:4823 
2015/06/23:14:40:30:123 	 index:4824 
2015/06/23:14:40:30:162 	 index:4825 
2015/06/23:14:40:30:201 	 index:4826 
2015/06/23:14:40:30:241 	 index:4827 
2015/06/23:14:40:30:282 	 index:4828 
2015/06/23:14:40:30:324 	 index:4829 
2015/06/23:14:40:30:362 	 index:4830 
2015/06/23:14:40:30:403 	 index:4831 
